strain,date,S1_mutations,clade_membership,country,current_frequency,division,emerging_lineage,epiweek,genbank_accession,host,mutational_fitness,pango_lineage,recency,region,url,author,accession,originating_lab,submitting_lab,logistic_growth
USA/CT-CDC-2-4651566/2021,7/9/2021,8,21J (Delta),USA,,Connecticut,B.1.617.2 (Delta),202127,MZ709120,Homo sapiens,1.16,AY.25,Older,North America,,Sheth et al Z,,,,
OU857547,9/4/2021,8,21J (Delta),Slovakia,0,Slovakia,B.1.617.2 (Delta),202135,OU857547,Homo sapiens,1.16,AY.25,One week ago,Europe,,? N,,"Public Health Authority of the Slovak Republic, Trnavská cesta 52, 826 45 Bratislava, Slovakia","Laboratory of Genomics and Bioinformatics, Comenius University Science Park",1.57
OU857830,9/7/2021,8,21J (Delta),Slovakia,0,Slovakia,B.1.617.2 (Delta),202136,OU857830,Homo sapiens,1.16,AY.25,One week ago,Europe,,? N,,"Public Health Authority of the Slovak Republic, Trnavská cesta 52, 826 45 Bratislava, Slovakia","Laboratory of Genomics and Bioinformatics, Comenius University Science Park",1.57
USA/OK-CDC-4178804-001/2021,6/8/2021,8,21J (Delta),USA,,Oklahoma,B.1.617.2 (Delta),202123,MZ618199,Homo sapiens,1.16,AY.25,Older,North America,,Sheth et al AA,,,,
USA/OK-CDC-LC0109725/2021,7/11/2021,8,21J (Delta),USA,,Oklahoma,B.1.617.2 (Delta),202128,MZ785874,Homo sapiens,1.15,AY.25,Older,North America,,Howard et al EH,,Laboratory Corporation of America,CDC-OAMD,
USA/OK-CDC-LC0091521/2021,6/29/2021,8,21J (Delta),USA,,Oklahoma,B.1.617.2 (Delta),202126,MZ592328,Homo sapiens,1.15,AY.25,Older,North America,,Howard et al EI,,Laboratory Corporation of America,CDC-OAMD,
USA/NE-CDC-LC0133653/2021,7/17/2021,8,21J (Delta),USA,,Nebraska,B.1.617.2 (Delta),202128,OK121213,Homo sapiens,1.16,AY.25,Older,North America,,Howard et al EJ,,,,
NZL/21MV0681/2021,8/5/2021,9,21J (Delta),New Zealand,,New Zealand,B.1.617.2 (Delta),202131,OK433549,Homo sapiens,1.16,AY.25,One month ago,Oceania,,Ren et al LM,,Middlemore Hospital,Institute of Environmental Science and Research,
USA/CO-CDC-MMB09673785/2021,8/10/2021,9,21J (Delta),USA,0,Colorado,B.1.617.2 (Delta),202132,OK138317,Homo sapiens,1.16,AY.25,Older,North America,,Howard et al EK,,,,
USA/VA-CDC-QDX29409430/2021,10/2/2021,8,21J (Delta),USA,0,Virginia,B.1.617.2 (Delta),202139,OK574095,Homo sapiens,1.21,AY.25,One week ago,North America,,Howard et al EL,,,,1.57
USA/SC-CDC-ASC210090331/2021,9/22/2021,8,21J (Delta),USA,0,South Carolina,B.1.617.2 (Delta),202138,OK569066,Homo sapiens,1.16,AY.25,One week ago,North America,,Howard et al EM,,,,1.57
USA/NH-CDC-LC0240518/2021,8/21/2021,8,21J (Delta),USA,0,New Hampshire,B.1.617.2 (Delta),202133,OK195768,Homo sapiens,1.16,AY.25,Older,North America,,Howard et al EN,,,,1.57
USA/SD-SDPHL-0619/2021,10/5/2021,8,21J (Delta),USA,0,South Dakota,B.1.617.2 (Delta),202140,OK663089,Homo sapiens,1.16,,1-2 days ago,North America,,Carlson et al E,,,,1.57
USA/PA-CDC-STM-000738883/2021,10/2/2021,8,21J (Delta),USA,0,Pennsylvania,B.1.617.2 (Delta),202139,OK591777,Homo sapiens,1.18,AY.25,3-7 days ago,North America,,Howard et al EO,,,,1.57
USA/CO-CDC-LC0329026/2021,10/4/2021,8,21J (Delta),USA,0,Colorado,B.1.617.2 (Delta),202140,OK609593,Homo sapiens,1.15,AY.25,3-7 days ago,North America,,Howard et al EP,,,,1.57
USA/MO-CDC-QDX29600661/2021,10/7/2021,7,21J (Delta),USA,0,Missouri,B.1.617.2 (Delta),202140,OK627387,Homo sapiens,1.16,AY.25,3-7 days ago,North America,,Howard et al EQ,,,,1.57
USA/LA-BIE-LSUH001191/2021,7/19/2021,7,21J (Delta),USA,,Louisiana,B.1.617.2 (Delta),202129,MZ637330,Homo sapiens,1.12,AY.25,Older,North America,,Crabtree et al B,,,,
USA/RI-CDCBI-RIDOH_NMVJO44BUWIYL5XR/2021,8/6/2021,7,21J (Delta),USA,,Rhode Island,B.1.617.2 (Delta),202131,MZ841550,Homo sapiens,1.16,AY.25,Older,North America,,Lemieux et al O,,Rhode Island Department of Health,Broad Institute Genomic Center for Infectious Diseases,
USA/MD-MDH-4540/2021,8/31/2021,7,21J (Delta),USA,0,Maryland,B.1.617.2 (Delta),202135,OK149724,Homo sapiens,1.16,AY.25,Older,North America,,Keller et al I,,,,1.57
Switzerland/ZH-ETHZ-33350126/2021,6/30/2021,7,21J (Delta),Switzerland,,Zürich,B.1.617.2 (Delta),202126,OU571208,Homo sapiens,1.16,AY.25,Older,Europe,,? DX,,"Viollier AG; Hagmattstrasse 14, 4123 Allschwil",ETH ZURICH D-BSSE,
USA/IN-CDC-ASC210119757/2021,8/20/2021,7,21J (Delta),USA,0,Indiana,B.1.617.2 (Delta),202133,OK239530,Homo sapiens,1.16,AY.25,Older,North America,,Howard et al ER,,,,1.57
USA/IN-CDC-STM-000707171/2021,7/15/2021,7,21J (Delta),USA,,Indiana,B.1.617.2 (Delta),202128,OK501516,Homo sapiens,1.16,AY.25,One month ago,North America,,Howard et al ES,,,,
USA/GU-CDC-2-4919016/2021,8/3/2021,7,21J (Delta),USA,,Guam,B.1.617.2 (Delta),202131,OK300446,Homo sapiens,1.16,AY.25,Older,North America,,Sheth et al AB,,,,
USA/GU-CDC-STM-000733788/2021,9/20/2021,7,21J (Delta),USA,0,Guam,B.1.617.2 (Delta),202138,OK525375,Homo sapiens,1.15,AY.25,One week ago,North America,,Howard et al ET,,,,1.57
USA/GU-CDC-STM-000738077/2021,10/1/2021,7,21J (Delta),USA,0,Guam,B.1.617.2 (Delta),202139,OK531897,Homo sapiens,1.23,AY.25,One week ago,North America,,Howard et al EU,,,,1.57
USA/MD-MDH-3030/2021,6/25/2021,7,21J (Delta),USA,,Maryland,B.1.617.2 (Delta),202125,MZ560952,Homo sapiens,1.16,AY.25,Older,North America,,Keller et al J,,,,
OU857659,8/9/2021,7,21J (Delta),Slovakia,0,Slovakia,B.1.617.2 (Delta),202132,OU857659,Homo sapiens,1.15,AY.25,One week ago,Europe,,? N,,"Public Health Authority of the Slovak Republic, Trnavská cesta 52, 826 45 Bratislava, Slovakia","Laboratory of Genomics and Bioinformatics, Comenius University Science Park",
USA/LA-CDC-2-5015051/2021,9/23/2021,7,21J (Delta),USA,0,Louisiana,B.1.617.2 (Delta),202138,OK563848,Homo sapiens,1.57,AY.25,One week ago,North America,,Sheth et al AC,,,,1.57
USA/AK-CDC-QDX30041469/2021,10/14/2021,8,21J (Delta),USA,0.01,Alaska,B.1.617.2 (Delta),202141,OK667518,Homo sapiens,1.2,,New,North America,,Howard et al EV,,,,1.57
USA/WV-CDC-LC0324925/2021,10/1/2021,7,21J (Delta),USA,0,West Virginia,B.1.617.2 (Delta),202139,OK608549,Homo sapiens,1.15,AY.25,3-7 days ago,North America,,Howard et al EW,,,,1.57
USA/IA-CDC-LC0210338/2021,8/18/2021,7,21J (Delta),USA,0,Iowa,B.1.617.2 (Delta),202133,OK113639,Homo sapiens,1.15,AY.25,Older,North America,,Howard et al EX,,,,1.57
NZL/21MV0631/2021,7/22/2021,7,21J (Delta),New Zealand,,New Zealand,B.1.617.2 (Delta),202129,OK433330,Homo sapiens,1.15,AY.25,One month ago,Oceania,,Ren et al LN,,LabPLUS,Institute of Environmental Science and Research,
USA/GA-CDC-LC0155267/2021,7/30/2021,7,21J (Delta),USA,,Georgia,B.1.617.2 (Delta),202130,MZ885142,Homo sapiens,1.15,AY.25,Older,North America,,Howard et al EY,,,,
USA/VA-CDC-LC0229335/2021,8/23/2021,7,21J (Delta),USA,0,Virginia,B.1.617.2 (Delta),202134,OK132399,Homo sapiens,1.15,AY.25,Older,North America,,Howard et al EZ,,,,1.57
USA/DC-CDC-LC0160666/2021,8/4/2021,7,21J (Delta),USA,,Washington DC,B.1.617.2 (Delta),202131,MZ887551,Homo sapiens,1.15,AY.25,Older,North America,,Howard et al FA,,,,
USA/NC-CDC-LC0318350/2021,10/6/2021,7,21J (Delta),USA,0,North Carolina,B.1.617.2 (Delta),202140,OK611698,Homo sapiens,1.18,AY.25,3-7 days ago,North America,,Howard et al FB,,,,1.57
USA/SRL_330743872/2021,9/12/2021,7,21J (Delta),USA,0,Mississippi,B.1.617.2 (Delta),202137,OK355162,Homo sapiens,1.15,AY.25,One month ago,North America,,Moller et al C,,,,1.57
NZL/21MV0605/2021,7/15/2021,7,21J (Delta),New Zealand,,New Zealand,B.1.617.2 (Delta),202128,OK433700,Homo sapiens,1.16,B.1.617.2,One month ago,Oceania,,Ren et al LO,,LabPLUS,Institute of Environmental Science and Research,
NZL/21MV0630/2021,7/20/2021,7,21J (Delta),New Zealand,,New Zealand,B.1.617.2 (Delta),202129,OK433457,Homo sapiens,1.16,B.1.617.2,One month ago,Oceania,,Ren et al LP,,LabPLUS,Institute of Environmental Science and Research,
NZL/21MV0652/2021,7/28/2021,7,21J (Delta),New Zealand,,New Zealand,B.1.617.2 (Delta),202130,OK433743,Homo sapiens,1.16,B.1.617.2,One month ago,Oceania,,Ren et al LQ,,LabPLUS,Institute of Environmental Science and Research,
NZL/21MV0600/2021,7/13/2021,7,21J (Delta),New Zealand,,New Zealand,B.1.617.2 (Delta),202128,OK433468,Homo sapiens,1.16,B.1.617.2,One month ago,Oceania,,Ren et al LR,,LabPLUS,Institute of Environmental Science and Research,
NZL/21MV0639/2021,7/30/2021,7,21J (Delta),New Zealand,,New Zealand,B.1.617.2 (Delta),202130,OK433315,Homo sapiens,1.16,B.1.617.2,One month ago,Oceania,,Ren et al LS,,Middlemore Hospital,Institute of Environmental Science and Research,
NZL/21MV0629/2021,7/19/2021,7,21J (Delta),New Zealand,,New Zealand,B.1.617.2 (Delta),202129,OK433563,Homo sapiens,1.16,B.1.617.2,One month ago,Oceania,,Ren et al LT,,LabPLUS,Institute of Environmental Science and Research,
NZL/21MV0613/2021,7/20/2021,7,21J (Delta),New Zealand,,New Zealand,B.1.617.2 (Delta),202129,OK433365,Homo sapiens,1.16,B.1.617.2,One month ago,Oceania,,Ren et al LU,,Middlemore Hospital,Institute of Environmental Science and Research,
NZL/21MV0599/2021,7/13/2021,7,21J (Delta),New Zealand,,New Zealand,B.1.617.2 (Delta),202128,OK433726,Homo sapiens,1.16,B.1.617.2,One month ago,Oceania,,Ren et al LV,,LabPLUS,Institute of Environmental Science and Research,
NZL/21MV0597/2021,7/15/2021,7,21J (Delta),New Zealand,,New Zealand,B.1.617.2 (Delta),202128,OK433493,Homo sapiens,1.16,B.1.617.2,One month ago,Oceania,,Ren et al LW,,Middlemore Hospital,Institute of Environmental Science and Research,
NZL/21MV0614/2021,7/18/2021,7,21J (Delta),New Zealand,,New Zealand,B.1.617.2 (Delta),202129,OK433677,Homo sapiens,1.16,B.1.617.2,One month ago,Oceania,,Ren et al LX,,Middlemore Hospital,Institute of Environmental Science and Research,
NZL/21MV0615/2021,7/18/2021,7,21J (Delta),New Zealand,,New Zealand,B.1.617.2 (Delta),202129,OK433484,Homo sapiens,1.16,B.1.617.2,One month ago,Oceania,,Ren et al LY,,Middlemore Hospital,Institute of Environmental Science and Research,
IND/373MN908947.3/2021,9/10/2021,7,21J (Delta),India,0,India,B.1.617.2 (Delta),202136,OK190617,Homo sapiens,1.13,AY.34,Older,Asia,,Nair et al W,,,,0.96
IND/387MN908947.3/2021,9/10/2021,5,21J (Delta),India,0,India,B.1.617.2 (Delta),202136,OK190631,Homo sapiens,1.08,B.1.617.2,Older,Asia,,Nair et al X,,,,0.96
USA/RI-CDC-LC0190673/2021,7/31/2021,7,21J (Delta),USA,,Rhode Island,B.1.617.2 (Delta),202130,MZ987335,Homo sapiens,1.15,AY.39,Older,North America,,Howard et al FC,,,,
USA/KS-CDC-QDX26598455/2021,7/6/2021,7,21J (Delta),USA,,Kansas,B.1.617.2 (Delta),202127,MZ690093,Homo sapiens,1.16,AY.3,Older,North America,,Howard et al FD,,Quest Diagnostics Incorporated,CDC-OAMD,
USA/KS-CDC-QDX26380498/2021,6/28/2021,7,21J (Delta),USA,,Kansas,B.1.617.2 (Delta),202126,MZ714806,Homo sapiens,1.16,AY.3,Older,North America,,Howard et al FE,,,,
USA/WY-CDC-ASC210114453/2021,7/13/2021,7,21J (Delta),USA,,Wyoming,B.1.617.2 (Delta),202128,MZ978376,Homo sapiens,1.16,AY.3,Older,North America,,Howard et al FF,,,,
USA/MS-CDC-LC0206052/2021,8/16/2021,8,21J (Delta),USA,0,Mississippi,B.1.617.2 (Delta),202133,OK112940,Homo sapiens,1.15,AY.3,Older,North America,,Howard et al FG,,,,1.05
USA/CO-CDC-MMB10372634/2021,9/10/2021,7,21J (Delta),USA,0,Colorado,B.1.617.2 (Delta),202136,OK444646,Homo sapiens,1.17,AY.3,One month ago,North America,,Howard et al FH,,,,1.05
USA/MD-CDC-LC0309753/2021,10/1/2021,8,21J (Delta),USA,0,Maryland,B.1.617.2 (Delta),202139,OK522948,Homo sapiens,1.17,AY.3,One week ago,North America,,Howard et al FI,,,,1.05
USA/VSP3363/2021,7/8/2021,7,21J (Delta),USA,,Pennsylvania,B.1.617.2 (Delta),202127,OK246797,Homo sapiens,1.09,AY.3,Older,North America,,Moustafa et al,,,,
USA/MA-CDC-QDX27788330/2021,8/8/2021,7,21J (Delta),USA,0,Massachusetts,B.1.617.2 (Delta),202132,OK066820,Homo sapiens,1.16,AY.3,Older,North America,,Howard et al FJ,,,,
OU614705,8/10/2021,7,21J (Delta),Germany,0,Berlin,B.1.617.2 (Delta),202132,OU614705,Homo sapiens,1.16,AY.3,Older,Europe,,? F,,"MDI Limbach Berlin GmbH; MVZ Labor Berlin, Aroser Allee 84; 13407 Berlin",Robert Koch Institute,
USA/PR-CDC-LC0326270/2021,10/4/2021,7,21J (Delta),USA,0,Puerto Rico,B.1.617.2 (Delta),202140,OK609189,Homo sapiens,1.16,AY.3,3-7 days ago,North America,,Howard et al FK,,,,1.05
USA/VA-CDC-LC0276653/2021,9/14/2021,7,21J (Delta),USA,0,Virginia,B.1.617.2 (Delta),202137,OK370018,Homo sapiens,1.16,AY.3,One month ago,North America,,Howard et al FL,,,,1.05
USA/DC-CDC-LC0319941/2021,10/7/2021,8,21J (Delta),USA,0,Washington DC,B.1.617.2 (Delta),202140,OK611929,Homo sapiens,1.17,AY.3,3-7 days ago,North America,,Howard et al FM,,,,1.05
USA/KY-CDC-LC0126465/2021,7/12/2021,7,21J (Delta),USA,,Kentucky,B.1.617.2 (Delta),202128,OK125733,Homo sapiens,1.16,AY.3,Older,North America,,Howard et al FN,,,,
USA/NE-CDC-ASC210154456/2021,6/26/2021,7,21J (Delta),USA,,Nebraska,B.1.617.2 (Delta),202125,MZ533488,Homo sapiens,1.16,AY.3,Older,North America,,Howard et al FO,,,,
USA/MO-UMGC-8267/2021,8/4/2021,7,21J (Delta),USA,,Missouri,B.1.617.2 (Delta),202131,MZ831478,Homo sapiens,1.16,AY.24,Older,North America,,Gohl et al E,,,,
USA/WA-CDC-UW21092162483/2021,9/21/2021,7,21J (Delta),USA,0,Washington,B.1.617.2 (Delta),202138,OK379992,Homo sapiens,1.17,AY.3,One month ago,North America,,Howard et al FP,,,,1.05
USA/TX-CDC-STM-000742005/2021,10/8/2021,7,21J (Delta),USA,0,Texas,B.1.617.2 (Delta),202140,OK659966,Homo sapiens,1.16,,1-2 days ago,North America,,Howard et al FQ,,,,1.05
USA/NC-CDC-LC0098636/2021,7/13/2021,7,21J (Delta),USA,,North Carolina,B.1.617.2 (Delta),202128,MZ786099,Homo sapiens,1.16,AY.3,Older,North America,,Howard et al FR,,Laboratory Corporation of America,CDC-OAMD,
USA/KS-CDC-QDX30084663/2021,10/15/2021,7,21J (Delta),USA,0.01,Kansas,B.1.617.2 (Delta),202141,OK667696,Homo sapiens,1.16,,New,North America,,Howard et al FS,,,,1.05
USA/KY-CDC-ASC210326875/2021,9/19/2021,7,21J (Delta),USA,0,Kentucky,B.1.617.2 (Delta),202138,OK622554,Homo sapiens,1.15,AY.3,3-7 days ago,North America,,Howard et al FT,,,,1.05
USA/MO-CDC-QDX26116089/2021,6/20/2021,7,21J (Delta),USA,,Missouri,B.1.617.2 (Delta),202125,MZ530783,Homo sapiens,1.16,AY.3,Older,North America,,Howard et al FU,,Quest Diagnostics Incorporated,CDC-OAMD,
USA/SRL_329415161/2021,7/4/2021,5,21J (Delta),USA,,Mississippi,B.1.617.2 (Delta),202127,MZ746671,Homo sapiens,1.09,AY.3.1,Older,North America,,Moller et al D,,,,
USA/TN-CDC-ASC210159299/2021,7/16/2021,7,21J (Delta),USA,,Tennessee,B.1.617.2 (Delta),202128,OK295716,Homo sapiens,1.15,AY.3.1,Older,North America,,Howard et al FV,,,,
USA/IL-CDC-QDX26532308/2021,6/28/2021,7,21J (Delta),USA,,Illinois,B.1.617.2 (Delta),202126,MZ655456,Homo sapiens,1.15,AY.3,Older,North America,,Howard et al FW,,Quest Diagnostics Incorporated,CDC-OAMD,
USA/SC-CDC-QDX30004159/2021,10/12/2021,7,21J (Delta),USA,0,South Carolina,B.1.617.2 (Delta),202141,OK667423,Homo sapiens,1.15,,New,North America,,Howard et al FX,,,,1.05
USA/ID-CDC-LC0329466/2021,10/5/2021,7,21J (Delta),USA,0,Idaho,B.1.617.2 (Delta),202140,OK609896,Homo sapiens,1.15,AY.3,3-7 days ago,North America,,Howard et al FY,,,,1.05
USA/JLZW/2021,7/27/2021,7,21J (Delta),USA,,Alabama,B.1.617.2 (Delta),202130,MZ969758,Homo sapiens,1.16,AY.3,Older,North America,,Grimwood et al B,,,,
USA/GA-CDC-MMB09915619/2021,8/23/2021,7,21J (Delta),USA,0,Georgia,B.1.617.2 (Delta),202134,OK400930,Homo sapiens,1.16,AY.3,One month ago,North America,,Howard et al FZ,,,,1.05
USA/ND-CDC-2-4718530/2021,7/23/2021,9,21J (Delta),USA,,North Dakota,B.1.617.2 (Delta),202129,MZ828323,Homo sapiens,1.16,AY.3,Older,North America,,Sheth et al AD,,,,
USA/IA-CDC-LC0133355/2021,7/17/2021,8,21J (Delta),USA,,Iowa,B.1.617.2 (Delta),202128,OK121215,Homo sapiens,1.16,AY.3,Older,North America,,Howard et al GA,,,,
USA/TN-CDC-ASC210176673/2021,9/1/2021,8,21J (Delta),USA,0,Tennessee,B.1.617.2 (Delta),202135,OK225155,Homo sapiens,1.17,AY.3,Older,North America,,Howard et al GB,,,,1.05
USA/LA-CDC-QDX27909087/2021,8/16/2021,7,21J (Delta),USA,0,Louisiana,B.1.617.2 (Delta),202133,OK055581,Homo sapiens,1.17,AY.3,Older,North America,,Howard et al GC,,,,1.05
USA/WI-CDC-QDX26300330/2021,6/26/2021,7,21J (Delta),USA,,Wisconsin,B.1.617.2 (Delta),202125,MZ716053,Homo sapiens,1.16,AY.3,Older,North America,,Howard et al GD,,,,
USA/WY-CDC-IBX215030878374/2021,10/14/2021,7,21J (Delta),USA,0.01,Wyoming,B.1.617.2 (Delta),202141,OK641372,Homo sapiens,1.16,,1-2 days ago,North America,,Howard et al GE,,,,1.05
USA/MN-MDH-9031/2021,7/21/2021,7,21J (Delta),USA,,Minnesota,B.1.617.2 (Delta),202129,MZ711051,Homo sapiens,1.18,AY.3,Older,North America,,Lorentz et al B,,,,
USA/NH-CDC-LC0326484/2021,10/2/2021,7,21J (Delta),USA,0,New Hampshire,B.1.617.2 (Delta),202139,OK608623,Homo sapiens,1.17,AY.3,3-7 days ago,North America,,Howard et al GF,,,,1.05
USA/ND-CDC-2-4886512/2021,9/1/2021,7,21J (Delta),USA,0,North Dakota,B.1.617.2 (Delta),202135,OK257382,Homo sapiens,1.16,AY.3,Older,North America,,Howard et al GG,,,,1.05
USA/SD-CDC-IBX327308153483/2021,9/8/2021,7,21J (Delta),USA,0,South Dakota,B.1.617.2 (Delta),202136,OK305189,Homo sapiens,1.16,AY.3,Older,North America,,Howard et al GH,,,,1.05
USA/MO-CDC-ASC210082734/2021,9/9/2021,7,21J (Delta),USA,0,Missouri,B.1.617.2 (Delta),202136,OK476205,Homo sapiens,1.16,AY.3,One month ago,North America,,Howard et al GI,,,,1.05
IND/hospital_2_326/2021,4/21/2021,7,21J (Delta),India,,India,B.1.617.2 (Delta),202116,MZ724486,Homo sapiens,1.16,B.1.617.2,Older,Asia,,Kemp et al B,,,,
USA/VT-CDCBI-CRSP_NBM377U4I2O7OW2Y/2021,8/16/2021,7,21J (Delta),USA,0,Vermont,B.1.617.2 (Delta),202133,MZ934259,Homo sapiens,1.24,B.1.617.2,Older,North America,,Lemieux et al P,,Broad Institute Clinical Research Sequencing Platform,Broad Institute Genomic Center for Infectious Diseases,-7.38
IND/barcode_14_MN908947.3/2021,9/10/2021,7,21J (Delta),India,0,India,B.1.617.2 (Delta),202136,OK189623,Homo sapiens,1.11,B.1.617.2,Older,Asia,,Nair et al Y,,,,-7.38
OU428682,6/30/2021,7,21J (Delta),Germany,,Saxony,B.1.617.2 (Delta),202126,OU428682,Homo sapiens,1.18,B.1.617.2,Older,Europe,,? F,,"Bioscientia Labor Wermsdorf, Am Fasanenholz 31; 04779 Wermsdorf",Robert Koch Institute,
BHR/921385262_S207_L001/2021,8/27/2021,9,21J (Delta),Bahrain,0,Bahrain,B.1.617.2 (Delta),202134,OK053124,Homo sapiens,1.17,B.1.617.2,Older,Asia,,Alwasti et al EV,,,,-7.38
NZL/21MV0637/2021,7/27/2021,7,21J (Delta),New Zealand,,New Zealand,B.1.617.2 (Delta),202130,OK433669,Homo sapiens,1.15,B.1.617.2,One month ago,Oceania,,Ren et al LZ,,Middlemore Hospital,Institute of Environmental Science and Research,
NZL/21MV0609/2021,7/17/2021,7,21J (Delta),New Zealand,,New Zealand,B.1.617.2 (Delta),202128,OK433332,Homo sapiens,1.16,B.1.617.2,One month ago,Oceania,,Ren et al MA,,LabPLUS,Institute of Environmental Science and Research,
NZL/21MV0638/2021,7/29/2021,7,21J (Delta),New Zealand,,New Zealand,B.1.617.2 (Delta),202130,OK433709,Homo sapiens,1.16,B.1.617.2,One month ago,Oceania,,Ren et al MB,,Middlemore Hospital,Institute of Environmental Science and Research,
NZL/21MV0634/2021,7/27/2021,7,21J (Delta),New Zealand,,New Zealand,B.1.617.2 (Delta),202130,OK433695,Homo sapiens,1.16,B.1.617.2,One month ago,Oceania,,Ren et al MC,,Middlemore Hospital,Institute of Environmental Science and Research,
NZL/21MV0574/2021,7/2/2021,7,21J (Delta),New Zealand,,New Zealand,B.1.617.2 (Delta),202126,OK433690,Homo sapiens,1.14,B.1.617.2,One month ago,Oceania,,Ren et al MD,,Middlemore Hospital,Institute of Environmental Science and Research,
OU706864,6/25/2021,7,21J (Delta),Slovakia,,Slovakia,B.1.617.2 (Delta),202125,OU706864,Homo sapiens,1.15,B.1.617.2,Older,Europe,,? N,,"Public Health Authority of the Slovak Republic, Trnavská cesta 52, 826 45 Bratislava, Slovakia","Laboratory of Genomics and Bioinformatics, Comenius University Science Park",
Liechtenstein/FL-Risch-2192206883/2021,9/20/2021,10,21J (Delta),Liechtenstein,0,Liechtenstein,B.1.617.2 (Delta),202138,OU838648,Homo sapiens,1.18,AY.1,One week ago,Europe,,? DY,,"Dr. Risch Ostschweiz AG, Lagerstrasse 30, 9470 Buchs",Dr. Risch,-7.38
Switzerland/GR-ETHZ-671582/2021,9/29/2021,9,21J (Delta),Switzerland,0,Graubünden,B.1.617.2 (Delta),202139,OU899823,Homo sapiens,1.18,,1-2 days ago,Europe,,? DZ,,,,-7.38
BHR/921400054/2021,8/29/2021,7,21J (Delta),Bahrain,0,Bahrain,B.1.617.2 (Delta),202135,OK039496,Homo sapiens,1.15,B.1.617.2,Older,Asia,,Alwasti et al EW,,,,-7.38
Switzerland/ZH-UZH-IMV-3ba524e4/2021,9/29/2021,7,21J (Delta),Switzerland,0,Zürich,B.1.617.2 (Delta),202139,OU898661,Homo sapiens,1.17,,1-2 days ago,Europe,,? EA,,,,-7.38
Switzerland/GE-HUG-34754578/2021,7/13/2021,9,21J (Delta),Switzerland,,Geneva,B.1.617.2 (Delta),202128,OU572644,Homo sapiens,1.19,B.1.617.2,Older,Europe,,? EB,,"Laboratoire de virologie, Geneva, Switzerland",HUG,
OU514970,7/6/2021,8,21J (Delta),Germany,,Niedersachsen,B.1.617.2 (Delta),202127,OU514970,Homo sapiens,1.33,B.1.617.2,Older,Europe,,? F,,"amedes Göttingen, Werner-v.-Siemens-Straße 8 - 10; 37077 Göttingen",Robert Koch Institute,
OU515757,7/17/2021,8,21J (Delta),Germany,,Saxony,B.1.617.2 (Delta),202128,OU515757,Homo sapiens,1.24,B.1.617.2,Older,Europe,,? F,,"Bioscientia Labor Wermsdorf, Am Fasanenholz 31; 04779 Wermsdorf",Robert Koch Institute,
OU569278,8/10/2021,8,21J (Delta),Germany,0,North Rhine Westphalia,B.1.617.2 (Delta),202132,OU569278,Homo sapiens,1.16,B.1.617.2,Older,Europe,,? F,,"SYNLAB MVZ Leverkusen, Paracelsusstraße 13; 51375 Leverkusen",Robert Koch Institute,
Switzerland/BL-ETHZ-33683843/2021,8/7/2021,8,21J (Delta),Switzerland,0,Basel-Land,B.1.617.2 (Delta),202131,OU622691,Homo sapiens,1.18,B.1.617.2,Older,Europe,,? EC,,"Viollier AG; Hagmattstrasse 14, 4123 Allschwil",ETH ZURICH D-BSSE,
SYC/SS2619/2021,8/15/2021,7,21J (Delta),Seychelles,0,Seychelles,B.1.617.2 (Delta),202133,OK377501,Homo sapiens,1.4,AY.39,One month ago,Africa,,Githinji et al GI,,,,-8.54
